count, data_out
       1975,`8c
       1976,`03
       1977,`d9
       1978,`7b
       1979,`c1
       1980,`48
       1981,`13
       1982,`8f
       1983,`78
       1984,`d2
       1985,`83
       1986,`8b
       1987,`17
       1988,`be
       1989,`c4
       1990,`47
       1991,`7e
       1992,`99
       1993,`0d
       1994,`9f
       1995,`e4
       1996,`61
       1997,`c9
       1998,`90
       1999,`5a
       2000,`bf
       2001,`be
       2002,`76
       2003,`b7
       2004,`54
       2005,`cf
       2006,`31
       2007,`64
       2008,`d5
       2009,`35
       2010,`9c
       2011,`91
       2012,`3a
       2013,`be
       2014,`ef
       2015,`cf
       2016,`93
       2017,`14
       2018,`ec
       2019,`37
       2020,`d0
       2021,`b3
       2022,`09
       2023,`53
       2024,`c0
       2025,`5e
       2026,`02
       2027,`22
       2028,`72
       2029,`d5
       2030,`20
       2031,`c4
       2032,`c7
       2033,`7e
       2034,`05
       2035,`ad
       2036,`1d
       2037,`2f
       2038,`77
       2039,`01
       2040,`45
       2041,`d9
       2042,`33
       2043,`01
       2044,`0f
       2045,`69
       2046,`f6
       2047,`71
       2048,`58
       2049,`3b
       2050,`5c
       2051,`9e
       2052,`80
       2053,`80
       2054,`9c
       2055,`3c
       2056,`22
       2057,`49
       2058,`dd
       2059,`de
       2060,`1d
       2061,`56
       2062,`0f
       2063,`33
       2064,`c6
       2065,`a7
       2066,`7c
       2067,`1c
       2068,`d7
       2069,`36
       2070,`d6
       2071,`22
       2072,`b7
       2073,`0d
       2074,`b7
       2075,`24
       2076,`4f
       2077,`4b
       2078,`c8
       2079,`84
       2080,`3b
       2081,`90
       2082,`be
       2083,`5f
       2084,`4f
       2085,`3b
       2086,`48
       2087,`fe
       2088,`97
       2089,`c1
       2090,`b0
       2091,`53
       2092,`60
       2093,`5e
       2094,`b9
       2095,`2a
       2096,`10
       2097,`ac
       2098,`33
       2099,`7e
       2100,`e7
       2101,`dd
       2102,`6a
       2103,`7d
       2104,`fa
       2105,`46
       2106,`7d
       2107,`d0
       2108,`f6
       2109,`d1
       2110,`58
       2111,`80
       2112,`54
       2113,`fc
       2114,`f9
       2115,`93
       2116,`26
       2117,`1c
       2118,`81
       2119,`26
       2120,`0d
       2121,`39
       2122,`74
       2123,`5c
       2124,`de
       2125,`80
       2126,`ce
       2127,`cc
       2128,`fd
       2129,`47
       2130,`42
       2131,`39
       2132,`34
       2133,`5c
       2134,`90
       2135,`d0
       2136,`0f
       2137,`a9
       2138,`f6
       2139,`a3
       2140,`a8
       2141,`78
       2142,`f2
       2143,`83
       2144,`ac
       2145,`bf
       2146,`5e
       2147,`76
       2148,`42
       2149,`0c
       2150,`6c
       2151,`2d
       2152,`7c
       2153,`8b
       2154,`ff
       2155,`7e
       2156,`38
       2157,`35
       2158,`65
       2159,`e9
       2160,`94
       2161,`9d
       2162,`13
       2163,`4b
       2164,`98
       2165,`04
       2166,`66
       2167,`94
       2168,`0f
       2169,`e3
       2170,`46
       2171,`66
       2172,`d8
       2173,`2f
       2174,`a0
       2175,`29
       2176,`43
       2177,`67
       2178,`e5
       2179,`b6
       2180,`e0
       2181,`ae
       2182,`a5
       2183,`6c
       2184,`9e
       2185,`b4
       2186,`e0
       2187,`ac
       2188,`d5
       2189,`ee
       2190,`94
       2191,`9a
       2192,`bb
       2193,`8c
       2194,`82
       2195,`e1
       2196,`a6
       2197,`64
       2198,`5d
       2199,`f5
       2200,`09
       2201,`1b
       2202,`00
       2203,`19
       2204,`78
       2205,`5b
       2206,`7b
       2207,`5f
       2208,`98
       2209,`13
       2210,`4e
       2211,`40
       2212,`41
       2213,`76
       2214,`5f
       2215,`94
       2216,`33
       2217,`43
       2218,`7f
       2219,`a5
       2220,`ac
       2221,`9e
       2222,`66
       2223,`10
       2224,`ef
       2225,`7b
       2226,`f3
       2227,`b8
       2228,`a5
       2229,`79
       2230,`c6
       2231,`e2
       2232,`a4
       2233,`17
       2234,`97
       2235,`3c
       2236,`28
       2237,`f9
       2238,`56
       2239,`fe
       2240,`8b
       2241,`61
       2242,`ae
       2243,`38
       2244,`f4
       2245,`5d
       2246,`7a
       2247,`61
       2248,`49
       2249,`90
       2250,`c6
       2251,`1f
       2252,`3c
       2253,`bd
       2254,`a1
       2255,`9c
       2256,`1a
       2257,`b2
       2258,`e8
       2259,`6a
       2260,`4c
       2261,`42
       2262,`33
       2263,`84
       2264,`d7
       2265,`b0
       2266,`46
       2267,`38
       2268,`08
       2269,`fd
       2270,`91
       2271,`52
       2272,`7e
       2273,`8f
       2274,`1d
       2275,`0a
       2276,`af
       2277,`63
       2278,`fd
       2279,`f2
       2280,`1a
       2281,`d4
       2282,`78
       2283,`85
       2284,`ab
       2285,`11
       2286,`09
       2287,`ea
       2288,`b8
       2289,`be
       2290,`71
       2291,`1f
       2292,`93
       2293,`d5
       2294,`d4
       2295,`a4
       2296,`25
       2297,`67
       2298,`8a
       2299,`de
       2300,`47
       2301,`66
       2302,`d9
       2303,`17
       2304,`e1
       2305,`2c
       2306,`d4
       2307,`4a
       2308,`75
       2309,`1d
       2310,`e7
       2311,`b7
       2312,`da
       2313,`9f
       2314,`22
       2315,`f1
       2316,`9d
       2317,`7f
       2318,`6b
       2319,`fc
       2320,`c3
       2321,`a3
       2322,`99
       2323,`c0
       2324,`87
       2325,`7a
       2326,`ab
       2327,`f9
       2328,`c9
       2329,`16
       2330,`ca
       2331,`a5
       2332,`01
       2333,`86
       2334,`91
       2335,`22
       2336,`fe
       2337,`f5
       2338,`b1
       2339,`5b
       2340,`a1
       2341,`6f
       2342,`d2
       2343,`97
       2344,`eb
       2345,`00
       2346,`ff
       2347,`e8
       2348,`28
       2349,`3c
       2350,`8e
       2351,`69
       2352,`6b
       2353,`e9
       2354,`9b
       2355,`f5
       2356,`dd
       2357,`7b
       2358,`c5
       2359,`a8
       2360,`17
       2361,`9a
       2362,`24
       2363,`64
       2364,`c3
       2365,`25
       2366,`09
       2367,`da
       2368,`38
       2369,`8a
       2370,`8d
       2371,`8f
       2372,`f8
       2373,`d2
       2374,`1f
       2375,`2b
       2376,`95
       2377,`75
       2378,`d2
       2379,`8f
       2380,`ab
       2381,`1a
       2382,`81
       2383,`20
       2384,`9d
       2385,`bf
       2386,`6b
       2387,`2e
       2388,`33
       2389,`e0
       2390,`37
       2391,`dd
       2392,`ab
       2393,`45
       2394,`69
       2395,`b3
       2396,`a9
       2397,`53
       2398,`7b
       2399,`56
       2400,`60
       2401,`5b
       2402,`61
       2403,`6f
       2404,`00
       2405,`67
       2406,`a8
       2407,`ae
       2408,`e2
       2409,`c4
       2410,`17
       2411,`fe
       2412,`c4
       2413,`09
       2414,`2e
       2415,`58
       2416,`68
       2417,`94
       2418,`00
       2419,`8b
       2420,`88
       2421,`56
       2422,`85
       2423,`83
       2424,`d1
       2425,`27
       2426,`68
       2427,`e0
       2428,`60
       2429,`f5
       2430,`31
       2431,`5b
       2432,`3d
       2433,`cf
       2434,`50
       2435,`5c
       2436,`fd
       2437,`c8
       2438,`2a
       2439,`6b
       2440,`a4
       2441,`83
       2442,`f7
       2443,`b7
       2444,`c9
       2445,`57
       2446,`f2
       2447,`aa
       2448,`54
       2449,`d0
       2450,`d9
       2451,`b9
       2452,`b1
       2453,`18
       2454,`e9
       2455,`e2
       2456,`8d
       2457,`ef
       2458,`f8
       2459,`bb
       2460,`e7
       2461,`0a
       2462,`42
       2463,`7b
       2464,`44
       2465,`90
       2466,`ca
       2467,`3f
       2468,`31
       2469,`82
       2470,`45
       2471,`46
       2472,`db
       2473,`40
       2474,`cb
       2475,`c6
       2476,`48
       2477,`14
       2478,`27
       2479,`bf
       2480,`c8
       2481,`66
       2482,`4b
       2483,`e7
       2484,`ec
       2485,`d2
       2486,`08
       2487,`03
       2488,`41
       2489,`3b
       2490,`47
       2491,`96
       2492,`59
       2493,`f1
       2494,`ed
       2495,`ff
       2496,`11
       2497,`50
       2498,`92
       2499,`ad
       2500,`95
       2501,`ef
       2502,`e2
       2503,`8b
       2504,`7f
       2505,`7e
       2506,`a4
       2507,`95
       2508,`e7
       2509,`22
       2510,`82
       2511,`55
       2512,`c6
       2513,`c8
       2514,`14
       2515,`bb
       2516,`1f
       2517,`4a
       2518,`ad
       2519,`5d
       2520,`2f
       2521,`39
       2522,`51
       2523,`84
       2524,`bc
       2525,`38
       2526,`e5
       2527,`e5
       2528,`28
       2529,`30
       2530,`ae
       2531,`64
       2532,`54
       2533,`0d
       2534,`41
       2535,`34
       2536,`2f
       2537,`58
       2538,`69
       2539,`ac
       2540,`41
       2541,`8e
       2542,`1f
       2543,`7b
       2544,`15
       2545,`28
       2546,`d6
       2547,`3e
       2548,`17
       2549,`13
       2550,`dc
       2551,`b0
       2552,`4c
       2553,`88
       2554,`83
       2555,`dd
       2556,`07
       2557,`65
       2558,`df
       2559,`84
       2560,`2f
       2561,`f0
       2562,`a9
       2563,`1e
       2564,`63
       2565,`54
       2566,`0a
       2567,`e9
       2568,`f3
       2569,`35
       2570,`bd
       2571,`a9
       2572,`5c
       2573,`13
       2574,`98
       2575,`50
       2576,`06
       2577,`cd
       2578,`1e
       2579,`0e
       2580,`4c
       2581,`2f
       2582,`2b
       2583,`a1
       2584,`15
       2585,`e2
       2586,`66
       2587,`67
       2588,`c7
       2589,`c6
       2590,`45
       2591,`0c
       2592,`6b
       2593,`85
       2594,`bb
       2595,`91
       2596,`1a
       2597,`be
       2598,`c8
       2599,`67
       2600,`73
       2601,`a6
       2602,`e9
       2603,`45
       2604,`25
       2605,`93
       2606,`ea
       2607,`3c
       2608,`5e
       2609,`e9
       2610,`aa
       2611,`4d
       2612,`a8
       2613,`82
       2614,`c2
       2615,`ee
       2616,`80
       2617,`fa
       2618,`ac
       2619,`cd
       2620,`ae
       2621,`8e
       2622,`e4
       2623,`73
       2624,`39
       2625,`01
       2626,`04
       2627,`e1
       2628,`3c
       2629,`54
       2630,`59
       2631,`21
       2632,`6d
       2633,`3e
       2634,`b5
       2635,`63
       2636,`e5
       2637,`b2
       2638,`00
       2639,`aa
       2640,`b0
       2641,`30
       2642,`28
       2643,`f4
       2644,`4e
       2645,`b2
       2646,`b1
