count, parallel 8 bit, parallel 14 bit, serial
        932,'16,'2459,'67
        933,'79,'2147,'ce
        934,'14,'2041,'9d
        935,'06,'0abf,'3a
        936,'81,'1773,'75
        937,'bf,'3b1a,'ea
        938,'ca,'0dad,'d4
        939,'dc,'0389,'a9
        940,'a5,'2a7d,'53
        941,'b1,'08b3,'a7
        942,'b7,'028f,'4f
        943,'36,'0083,'9f
        944,'89,'157f,'3e
        945,'43,'2ee6,'7d
        946,'9f,'3634,'fa
        947,'3a,'1b5b,'f4
        948,'8b,'0712,'e8
        949,'3c,'14fa,'d0
        950,'0a,'1167,'a1
        951,'83,'051e,'43
        952,'c0,'0106,'87
        953,'5f,'2afe,'0e
        954,'65,'1dcc,'1c
        955,'ee,'2c69,'38
        956,'d2,'36b7,'71
        957,'d8,'0e24,'e2
        958,'5b,'29f4,'c4
        959,'9b,'22ce,'89
        960,'c4,'0a3c,'12
        961,'a1,'020c,'24
        962,'4f,'15fc,'49
        963,'9d,'3b99,'93
        964,'45,'18d2,'26
        965,'1e,'2d6f,'4d
        966,'85,'1c49,'9b
        967,'41,'13e8,'36
        968,'e0,'059d,'6d
        969,'af,'1479,'da
        970,'32,'0418,'b5
        971,'77,'2bf8,'6b
        972,'69,'3732,'d6
        973,'ec,'31a5,'ad
        974,'ad,'1ade,'5b
        975,'4d,'3893,'b7
        976,'e2,'27d0,'6f
        977,'d0,'0b3a,'de
        978,'a7,'28f2,'bd
        979,'ce,'0830,'7b
        980,'22,'17f0,'f6
        981,'8f,'2e65,'ec
        982,'c2,'234b,'d8
        983,'20,'35bd,'b1
        984,'f0,'3126,'63
        985,'57,'0fa1,'c6
        986,'99,'1675,'8d
        987,'bb,'11e4,'1a
        988,'34,'1061,'34
        989,'f6,'2fe0,'69
        990,'d6,'1cca,'d2
        991,'26,'0697,'a5
        992,'71,'2b7b,'4b
        993,'e8,'224d,'97
        994,'53,'1f43,'2e
        995,'67,'2cea,'5d
        996,'91,'23c8,'bb
        997,'47,'20c2,'77
        998,'61,'1fc0,'ee
        999,'10,'3995,'dc
       1000,'f8,'0d2e,'b9
       1001,'ab,'16f6,'73
       1002,'cc,'049b,'e6
       1003,'5d,'3e87,'cc
       1004,'1a,'19d4,'99
       1005,'7b,'0791,'32
       1006,'6b,'0185,'65
       1007,'93,'3f81,'ca
       1008,'38,'332a,'95
       1009,'f4,'1a5d,'2a
       1010,'a9,'2dec,'55
       1011,'b3,'0936,'ab
       1012,'c8,'3d0e,'57
       1013,'a3,'33a9,'af
       1014,'30,'0f22,'5f
       1015,'08,'030a,'bf
       1016,'fc,'3f02,'7f
       1017,'55,'2655,'fe
       1018,'e6,'34bb,'fc
       1019,'2e,'1bd8,'f8
       1020,'8d,'126d,'f0
       1021,'bd,'3a1c,'e0
       1022,'b5,'2753,'c0
       1023,'49,'1e45,'81
       1024,'1c,'0614,'02
       1025,'fa,'3e04,'04
       1026,'d4,'0cab,'08
       1027,'59,'2977,'10
       1028,'e4,'37b1,'20
       1029,'51,'24da,'41
       1030,'18,'3438,'83
       1031,'04,'0ea7,'06
       1032,'fe,'3c8b,'0c
       1033,'2a,'0c28,'18
       1034,'73,'3c08,'30
       1035,'97,'1957,'61
       1036,'c6,'12ee,'c2
       1037,'de,'2f63,'85
       1038,'da,'09b5,'0a
       1039,'24,'2871,'14
       1040,'0e,'1d4f,'28
       1041,'7d,'3916,'51
       1042,'ea,'1851,'a3
       1043,'2c,'3810,'47
       1044,'f2,'32af,'8f
       1045,'28,'25dc,'1e
       1046,'0c,'1ec6,'3c
       1047,'02,'136b,'79
       1048,'7f,'10e2,'f2
       1049,'95,'3a9f,'e4
       1050,'b9,'322c,'c8
       1051,'4b,'30a3,'91
       1052,'63,'3020,'22
       1053,'6f,'255f,'45
       1054,'6d,'0bb9,'8b
       1055,'12,'3d8d,'16
       1056,'87,'26d6,'2c
       1057,'3e,'21c4,'59
       1058,'75,'353e,'b3
       1059,'16,'2459,'67
       1060,'79,'2147,'ce
       1061,'14,'2041,'9d
       1062,'06,'0abf,'3a
       1063,'81,'1773,'75
       1064,'bf,'3b1a,'ea
       1065,'ca,'0dad,'d4
       1066,'dc,'0389,'a9
       1067,'a5,'2a7d,'53
       1068,'b1,'08b3,'a7
       1069,'b7,'028f,'4f
       1070,'36,'0083,'9f
       1071,'89,'157f,'3e
       1072,'43,'2ee6,'7d
       1073,'9f,'3634,'fa
       1074,'3a,'1b5b,'f4
       1075,'8b,'0712,'e8
       1076,'3c,'14fa,'d0
       1077,'0a,'1167,'a1
       1078,'83,'051e,'43
       1079,'c0,'0106,'87
       1080,'5f,'2afe,'0e
       1081,'65,'1dcc,'1c
       1082,'ee,'2c69,'38
       1083,'d2,'36b7,'71
       1084,'d8,'0e24,'e2
       1085,'5b,'29f4,'c4
       1086,'9b,'22ce,'89
       1087,'c4,'0a3c,'12
       1088,'a1,'020c,'24
       1089,'4f,'15fc,'49
       1090,'9d,'3b99,'93
       1091,'45,'18d2,'26
       1092,'1e,'2d6f,'4d
       1093,'85,'1c49,'9b
       1094,'41,'13e8,'36
       1095,'e0,'059d,'6d
       1096,'af,'1479,'da
       1097,'32,'0418,'b5
       1098,'77,'2bf8,'6b
       1099,'69,'3732,'d6
       1100,'ec,'31a5,'ad
       1101,'ad,'1ade,'5b
       1102,'4d,'3893,'b7
       1103,'e2,'27d0,'6f
       1104,'d0,'0b3a,'de
       1105,'a7,'28f2,'bd
       1106,'ce,'0830,'7b
       1107,'22,'17f0,'f6
       1108,'8f,'2e65,'ec
       1109,'c2,'234b,'d8
       1110,'20,'35bd,'b1
       1111,'f0,'3126,'63
       1112,'57,'0fa1,'c6
       1113,'99,'1675,'8d
       1114,'bb,'11e4,'1a
       1115,'34,'1061,'34
       1116,'f6,'2fe0,'69
       1117,'d6,'1cca,'d2
       1118,'26,'0697,'a5
       1119,'71,'2b7b,'4b
       1120,'e8,'224d,'97
       1121,'53,'1f43,'2e
       1122,'67,'2cea,'5d
       1123,'91,'23c8,'bb
       1124,'47,'20c2,'77
       1125,'61,'1fc0,'ee
       1126,'10,'3995,'dc
       1127,'f8,'0d2e,'b9
       1128,'ab,'16f6,'73
       1129,'cc,'049b,'e6
       1130,'5d,'3e87,'cc
       1131,'1a,'19d4,'99
       1132,'7b,'0791,'32
       1133,'6b,'0185,'65
       1134,'93,'3f81,'ca
       1135,'38,'332a,'95
       1136,'f4,'1a5d,'2a
       1137,'a9,'2dec,'55
       1138,'b3,'0936,'ab
       1139,'c8,'3d0e,'57
       1140,'a3,'33a9,'af
       1141,'30,'0f22,'5f
       1142,'08,'030a,'bf
       1143,'fc,'3f02,'7f
       1144,'55,'2655,'fe
       1145,'e6,'34bb,'fc
       1146,'2e,'1bd8,'f8
       1147,'8d,'126d,'f0
       1148,'bd,'3a1c,'e0
       1149,'b5,'2753,'c0
       1150,'49,'1e45,'81
       1151,'1c,'0614,'02
       1152,'fa,'3e04,'04
       1153,'d4,'0cab,'08
       1154,'59,'2977,'10
       1155,'e4,'37b1,'20
       1156,'51,'24da,'41
       1157,'18,'3438,'83
       1158,'04,'0ea7,'06
       1159,'fe,'3c8b,'0c
       1160,'2a,'0c28,'18
       1161,'73,'3c08,'30
       1162,'97,'1957,'61
       1163,'c6,'12ee,'c2
       1164,'de,'2f63,'85
       1165,'da,'09b5,'0a
       1166,'24,'2871,'14
       1167,'0e,'1d4f,'28
       1168,'7d,'3916,'51
       1169,'ea,'1851,'a3
       1170,'2c,'3810,'47
       1171,'f2,'32af,'8f
       1172,'28,'25dc,'1e
       1173,'0c,'1ec6,'3c
       1174,'02,'136b,'79
       1175,'7f,'10e2,'f2
       1176,'95,'3a9f,'e4
       1177,'b9,'322c,'c8
       1178,'4b,'30a3,'91
       1179,'63,'3020,'22
       1180,'6f,'255f,'45
       1181,'6d,'0bb9,'8b
       1182,'12,'3d8d,'16
       1183,'87,'26d6,'2c
       1184,'3e,'21c4,'59
       1185,'75,'353e,'b3
       1186,'16,'2459,'67
       1187,'79,'2147,'ce
       1188,'14,'2041,'9d
       1189,'06,'0abf,'3a
       1190,'81,'1773,'75
       1191,'bf,'3b1a,'ea
       1192,'ca,'0dad,'d4
       1193,'dc,'0389,'a9
       1194,'a5,'2a7d,'53
       1195,'b1,'08b3,'a7
       1196,'b7,'028f,'4f
       1197,'36,'0083,'9f
       1198,'89,'157f,'3e
       1199,'43,'2ee6,'7d
       1200,'9f,'3634,'fa
       1201,'3a,'1b5b,'f4
       1202,'8b,'0712,'e8
       1203,'3c,'14fa,'d0
       1204,'0a,'1167,'a1
       1205,'83,'051e,'43
       1206,'c0,'0106,'87
       1207,'5f,'2afe,'0e
       1208,'65,'1dcc,'1c
       1209,'ee,'2c69,'38
       1210,'d2,'36b7,'71
       1211,'d8,'0e24,'e2
       1212,'5b,'29f4,'c4
       1213,'9b,'22ce,'89
       1214,'c4,'0a3c,'12
       1215,'a1,'020c,'24
       1216,'4f,'15fc,'49
       1217,'9d,'3b99,'93
       1218,'45,'18d2,'26
       1219,'1e,'2d6f,'4d
       1220,'85,'1c49,'9b
       1221,'41,'13e8,'36
       1222,'e0,'059d,'6d
       1223,'af,'1479,'da
       1224,'32,'0418,'b5
       1225,'77,'2bf8,'6b
       1226,'69,'3732,'d6
       1227,'ec,'31a5,'ad
       1228,'ad,'1ade,'5b
       1229,'4d,'3893,'b7
       1230,'e2,'27d0,'6f
       1231,'d0,'0b3a,'de
       1232,'a7,'28f2,'bd
       1233,'ce,'0830,'7b
       1234,'22,'17f0,'f6
       1235,'8f,'2e65,'ec
       1236,'c2,'234b,'d8
       1237,'20,'35bd,'b1
       1238,'f0,'3126,'63
       1239,'57,'0fa1,'c6
       1240,'99,'1675,'8d
       1241,'bb,'11e4,'1a
       1242,'34,'1061,'34
       1243,'f6,'2fe0,'69
       1244,'d6,'1cca,'d2
       1245,'26,'0697,'a5
       1246,'71,'2b7b,'4b
       1247,'e8,'224d,'97
       1248,'53,'1f43,'2e
       1249,'67,'2cea,'5d
       1250,'91,'23c8,'bb
       1251,'47,'20c2,'77
       1252,'61,'1fc0,'ee
       1253,'10,'3995,'dc
       1254,'f8,'0d2e,'b9
       1255,'ab,'16f6,'73
       1256,'cc,'049b,'e6
       1257,'5d,'3e87,'cc
       1258,'1a,'19d4,'99
       1259,'7b,'0791,'32
       1260,'6b,'0185,'65
       1261,'93,'3f81,'ca
       1262,'38,'332a,'95
       1263,'f4,'1a5d,'2a
       1264,'a9,'2dec,'55
       1265,'b3,'0936,'ab
       1266,'c8,'3d0e,'57
       1267,'a3,'33a9,'af
       1268,'30,'0f22,'5f
       1269,'08,'030a,'bf
       1270,'fc,'3f02,'7f
       1271,'55,'2655,'fe
       1272,'e6,'34bb,'fc
       1273,'2e,'1bd8,'f8
       1274,'8d,'126d,'f0
       1275,'bd,'3a1c,'e0
       1276,'b5,'2753,'c0
       1277,'49,'1e45,'81
       1278,'1c,'0614,'02
       1279,'fa,'3e04,'04
       1280,'d4,'0cab,'08
       1281,'59,'2977,'10
       1282,'e4,'37b1,'20
       1283,'51,'24da,'41
       1284,'18,'3438,'83
       1285,'04,'0ea7,'06
       1286,'fe,'3c8b,'0c
       1287,'2a,'0c28,'18
       1288,'73,'3c08,'30
       1289,'97,'1957,'61
       1290,'c6,'12ee,'c2
       1291,'de,'2f63,'85
       1292,'da,'09b5,'0a
       1293,'24,'2871,'14
       1294,'0e,'1d4f,'28
       1295,'7d,'3916,'51
       1296,'ea,'1851,'a3
       1297,'2c,'3810,'47
       1298,'f2,'32af,'8f
       1299,'28,'25dc,'1e
       1300,'0c,'1ec6,'3c
       1301,'02,'136b,'79
       1302,'7f,'10e2,'f2
       1303,'95,'3a9f,'e4
       1304,'b9,'322c,'c8
       1305,'4b,'30a3,'91
       1306,'63,'3020,'22
       1307,'6f,'255f,'45
       1308,'6d,'0bb9,'8b
       1309,'12,'3d8d,'16
       1310,'87,'26d6,'2c
       1311,'3e,'21c4,'59
       1312,'75,'353e,'b3
       1313,'16,'2459,'67
       1314,'79,'2147,'ce
       1315,'14,'2041,'9d
       1316,'06,'0abf,'3a
       1317,'81,'1773,'75
       1318,'bf,'3b1a,'ea
       1319,'ca,'0dad,'d4
       1320,'dc,'0389,'a9
       1321,'a5,'2a7d,'53
       1322,'b1,'08b3,'a7
       1323,'b7,'028f,'4f
       1324,'36,'0083,'9f
       1325,'89,'157f,'3e
       1326,'43,'2ee6,'7d
       1327,'9f,'3634,'fa
       1328,'3a,'1b5b,'f4
       1329,'8b,'0712,'e8
       1330,'3c,'14fa,'d0
       1331,'0a,'1167,'a1
       1332,'83,'051e,'43
       1333,'c0,'0106,'87
       1334,'5f,'2afe,'0e
       1335,'65,'1dcc,'1c
       1336,'ee,'2c69,'38
       1337,'d2,'36b7,'71
       1338,'d8,'0e24,'e2
       1339,'5b,'29f4,'c4
       1340,'9b,'22ce,'89
       1341,'c4,'0a3c,'12
       1342,'a1,'020c,'24
       1343,'4f,'15fc,'49
       1344,'9d,'3b99,'93
       1345,'45,'18d2,'26
       1346,'1e,'2d6f,'4d
       1347,'85,'1c49,'9b
       1348,'41,'13e8,'36
       1349,'e0,'059d,'6d
       1350,'af,'1479,'da
       1351,'32,'0418,'b5
       1352,'77,'2bf8,'6b
       1353,'69,'3732,'d6
       1354,'ec,'31a5,'ad
       1355,'ad,'1ade,'5b
       1356,'4d,'3893,'b7
       1357,'e2,'27d0,'6f
       1358,'d0,'0b3a,'de
       1359,'a7,'28f2,'bd
       1360,'ce,'0830,'7b
       1361,'22,'17f0,'f6
       1362,'8f,'2e65,'ec
       1363,'c2,'234b,'d8
       1364,'20,'35bd,'b1
       1365,'f0,'3126,'63
       1366,'57,'0fa1,'c6
       1367,'99,'1675,'8d
       1368,'bb,'11e4,'1a
       1369,'34,'1061,'34
       1370,'f6,'2fe0,'69
       1371,'d6,'1cca,'d2
       1372,'26,'0697,'a5
       1373,'71,'2b7b,'4b
       1374,'e8,'224d,'97
       1375,'53,'1f43,'2e
       1376,'67,'2cea,'5d
       1377,'91,'23c8,'bb
       1378,'47,'20c2,'77
       1379,'61,'1fc0,'ee
       1380,'10,'3995,'dc
       1381,'f8,'0d2e,'b9
       1382,'ab,'16f6,'73
       1383,'cc,'049b,'e6
       1384,'5d,'3e87,'cc
       1385,'1a,'19d4,'99
       1386,'7b,'0791,'32
       1387,'6b,'0185,'65
       1388,'93,'3f81,'ca
       1389,'38,'332a,'95
       1390,'f4,'1a5d,'2a
       1391,'a9,'2dec,'55
       1392,'b3,'0936,'ab
       1393,'c8,'3d0e,'57
       1394,'a3,'33a9,'af
       1395,'30,'0f22,'5f
       1396,'08,'030a,'bf
       1397,'fc,'3f02,'7f
       1398,'55,'2655,'fe
       1399,'e6,'34bb,'fc
       1400,'2e,'1bd8,'f8
       1401,'8d,'126d,'f0
       1402,'bd,'3a1c,'e0
       1403,'b5,'2753,'c0
       1404,'49,'1e45,'81
       1405,'1c,'0614,'02
       1406,'fa,'3e04,'04
       1407,'d4,'0cab,'08
       1408,'59,'2977,'10
       1409,'e4,'37b1,'20
       1410,'51,'24da,'41
       1411,'18,'3438,'83
       1412,'04,'0ea7,'06
       1413,'fe,'3c8b,'0c
       1414,'2a,'0c28,'18
       1415,'73,'3c08,'30
       1416,'97,'1957,'61
       1417,'c6,'12ee,'c2
       1418,'de,'2f63,'85
       1419,'da,'09b5,'0a
       1420,'24,'2871,'14
       1421,'0e,'1d4f,'28
       1422,'7d,'3916,'51
       1423,'ea,'1851,'a3
       1424,'2c,'3810,'47
       1425,'f2,'32af,'8f
       1426,'28,'25dc,'1e
       1427,'0c,'1ec6,'3c
       1428,'02,'136b,'79
       1429,'7f,'10e2,'f2
       1430,'95,'3a9f,'e4
       1431,'b9,'322c,'c8
       1432,'4b,'30a3,'91
       1433,'63,'3020,'22
       1434,'6f,'255f,'45
       1435,'6d,'0bb9,'8b
       1436,'12,'3d8d,'16
       1437,'87,'26d6,'2c
       1438,'3e,'21c4,'59
       1439,'75,'353e,'b3
       1440,'16,'2459,'67
       1441,'79,'2147,'ce
       1442,'14,'2041,'9d
       1443,'06,'0abf,'3a
       1444,'81,'1773,'75
       1445,'bf,'3b1a,'ea
       1446,'ca,'0dad,'d4
       1447,'dc,'0389,'a9
       1448,'a5,'2a7d,'53
       1449,'b1,'08b3,'a7
       1450,'b7,'028f,'4f
       1451,'36,'0083,'9f
       1452,'89,'157f,'3e
       1453,'43,'2ee6,'7d
       1454,'9f,'3634,'fa
       1455,'3a,'1b5b,'f4
       1456,'8b,'0712,'e8
       1457,'3c,'14fa,'d0
       1458,'0a,'1167,'a1
       1459,'83,'051e,'43
       1460,'c0,'0106,'87
       1461,'5f,'2afe,'0e
       1462,'65,'1dcc,'1c
       1463,'ee,'2c69,'38
       1464,'d2,'36b7,'71
       1465,'d8,'0e24,'e2
       1466,'5b,'29f4,'c4
       1467,'9b,'22ce,'89
       1468,'c4,'0a3c,'12
       1469,'a1,'020c,'24
       1470,'4f,'15fc,'49
       1471,'9d,'3b99,'93
       1472,'45,'18d2,'26
       1473,'1e,'2d6f,'4d
       1474,'85,'1c49,'9b
       1475,'41,'13e8,'36
       1476,'e0,'059d,'6d
       1477,'af,'1479,'da
       1478,'32,'0418,'b5
       1479,'77,'2bf8,'6b
       1480,'69,'3732,'d6
       1481,'ec,'31a5,'ad
       1482,'ad,'1ade,'5b
       1483,'4d,'3893,'b7
       1484,'e2,'27d0,'6f
       1485,'d0,'0b3a,'de
       1486,'a7,'28f2,'bd
       1487,'ce,'0830,'7b
       1488,'22,'17f0,'f6
       1489,'8f,'2e65,'ec
       1490,'c2,'234b,'d8
       1491,'20,'35bd,'b1
       1492,'f0,'3126,'63
       1493,'57,'0fa1,'c6
       1494,'99,'1675,'8d
       1495,'bb,'11e4,'1a
       1496,'34,'1061,'34
       1497,'f6,'2fe0,'69
       1498,'d6,'1cca,'d2
       1499,'26,'0697,'a5
       1500,'71,'2b7b,'4b
       1501,'e8,'224d,'97
       1502,'53,'1f43,'2e
       1503,'67,'2cea,'5d
       1504,'91,'23c8,'bb
       1505,'47,'20c2,'77
       1506,'61,'1fc0,'ee
       1507,'10,'3995,'dc
       1508,'f8,'0d2e,'b9
       1509,'ab,'16f6,'73
       1510,'cc,'049b,'e6
       1511,'5d,'3e87,'cc
       1512,'1a,'19d4,'99
       1513,'7b,'0791,'32
       1514,'6b,'0185,'65
       1515,'93,'3f81,'ca
       1516,'38,'332a,'95
       1517,'f4,'1a5d,'2a
       1518,'a9,'2dec,'55
       1519,'b3,'0936,'ab
       1520,'c8,'3d0e,'57
       1521,'a3,'33a9,'af
       1522,'30,'0f22,'5f
       1523,'08,'030a,'bf
       1524,'fc,'3f02,'7f
       1525,'55,'2655,'fe
       1526,'e6,'34bb,'fc
       1527,'2e,'1bd8,'f8
       1528,'8d,'126d,'f0
       1529,'bd,'3a1c,'e0
       1530,'b5,'2753,'c0
       1531,'49,'1e45,'81
       1532,'1c,'0614,'02
       1533,'fa,'3e04,'04
       1534,'d4,'0cab,'08
       1535,'59,'2977,'10
       1536,'e4,'37b1,'20
       1537,'51,'24da,'41
       1538,'18,'3438,'83
       1539,'04,'0ea7,'06
       1540,'fe,'3c8b,'0c
       1541,'2a,'0c28,'18
       1542,'73,'3c08,'30
       1543,'97,'1957,'61
       1544,'c6,'12ee,'c2
       1545,'de,'2f63,'85
       1546,'da,'09b5,'0a
       1547,'24,'2871,'14
       1548,'0e,'1d4f,'28
       1549,'7d,'3916,'51
       1550,'ea,'1851,'a3
       1551,'2c,'3810,'47
       1552,'f2,'32af,'8f
       1553,'28,'25dc,'1e
       1554,'0c,'1ec6,'3c
       1555,'02,'136b,'79
       1556,'7f,'10e2,'f2
       1557,'95,'3a9f,'e4
       1558,'b9,'322c,'c8
       1559,'4b,'30a3,'91
       1560,'63,'3020,'22
       1561,'6f,'255f,'45
       1562,'6d,'0bb9,'8b
       1563,'12,'3d8d,'16
       1564,'87,'26d6,'2c
       1565,'3e,'21c4,'59
       1566,'75,'353e,'b3
       1567,'16,'2459,'67
       1568,'79,'2147,'ce
       1569,'14,'2041,'9d
       1570,'06,'0abf,'3a
       1571,'81,'1773,'75
       1572,'bf,'3b1a,'ea
       1573,'ca,'0dad,'d4
       1574,'dc,'0389,'a9
       1575,'a5,'2a7d,'53
       1576,'b1,'08b3,'a7
       1577,'b7,'028f,'4f
       1578,'36,'0083,'9f
       1579,'89,'157f,'3e
       1580,'43,'2ee6,'7d
       1581,'9f,'3634,'fa
       1582,'3a,'1b5b,'f4
       1583,'8b,'0712,'e8
       1584,'3c,'14fa,'d0
       1585,'0a,'1167,'a1
       1586,'83,'051e,'43
       1587,'c0,'0106,'87
       1588,'5f,'2afe,'0e
       1589,'65,'1dcc,'1c
       1590,'ee,'2c69,'38
       1591,'d2,'36b7,'71
       1592,'d8,'0e24,'e2
       1593,'5b,'29f4,'c4
       1594,'9b,'22ce,'89
       1595,'c4,'0a3c,'12
       1596,'a1,'020c,'24
       1597,'4f,'15fc,'49
       1598,'9d,'3b99,'93
       1599,'45,'18d2,'26
       1600,'1e,'2d6f,'4d
       1601,'85,'1c49,'9b
       1602,'41,'13e8,'36
       1603,'e0,'059d,'6d
       1604,'af,'1479,'da
       1605,'32,'0418,'b5
       1606,'77,'2bf8,'6b
       1607,'69,'3732,'d6
       1608,'ec,'31a5,'ad
       1609,'ad,'1ade,'5b
       1610,'4d,'3893,'b7
       1611,'e2,'27d0,'6f
       1612,'d0,'0b3a,'de
       1613,'a7,'28f2,'bd
       1614,'ce,'0830,'7b
       1615,'22,'17f0,'f6
       1616,'8f,'2e65,'ec
       1617,'c2,'234b,'d8
       1618,'20,'35bd,'b1
       1619,'f0,'3126,'63
       1620,'57,'0fa1,'c6
       1621,'99,'1675,'8d
       1622,'bb,'11e4,'1a
       1623,'34,'1061,'34
       1624,'f6,'2fe0,'69
       1625,'d6,'1cca,'d2
       1626,'26,'0697,'a5
       1627,'71,'2b7b,'4b
       1628,'e8,'224d,'97
       1629,'53,'1f43,'2e
       1630,'67,'2cea,'5d
       1631,'91,'23c8,'bb
       1632,'47,'20c2,'77
       1633,'61,'1fc0,'ee
       1634,'10,'3995,'dc
       1635,'f8,'0d2e,'b9
       1636,'ab,'16f6,'73
       1637,'cc,'049b,'e6
       1638,'5d,'3e87,'cc
       1639,'1a,'19d4,'99
       1640,'7b,'0791,'32
       1641,'6b,'0185,'65
       1642,'93,'3f81,'ca
       1643,'38,'332a,'95
       1644,'f4,'1a5d,'2a
       1645,'a9,'2dec,'55
       1646,'b3,'0936,'ab
       1647,'c8,'3d0e,'57
       1648,'a3,'33a9,'af
       1649,'30,'0f22,'5f
       1650,'08,'030a,'bf
       1651,'fc,'3f02,'7f
       1652,'55,'2655,'fe
       1653,'e6,'34bb,'fc
       1654,'2e,'1bd8,'f8
       1655,'8d,'126d,'f0
       1656,'bd,'3a1c,'e0
       1657,'b5,'2753,'c0
       1658,'49,'1e45,'81
       1659,'1c,'0614,'02
       1660,'fa,'3e04,'04
       1661,'d4,'0cab,'08
       1662,'59,'2977,'10
       1663,'e4,'37b1,'20
       1664,'51,'24da,'41
